gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Charge,Tenure_Group
Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.11,553.79,0,61.53222222222222,0-1 Yr
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,28.4,1261.78,0,27.43,2-4 Yrs
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.45,602.34,0,27.37909090909091,1-2 Yrs
Male,0,No,Yes,20,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,65.15,1319.17,0,65.9585,1-2 Yrs
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.76,623.78,0,51.98166666666666,1-2 Yrs
Female,0,Yes,No,32,Yes,Yes,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,80.51,2598.05,0,81.1890625,2-4 Yrs
Male,1,Yes,Yes,23,Yes,Yes,No,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),22.39,478.1,0,20.786956521739132,1-2 Yrs
Male,0,Yes,No,10,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,30.42,348.26,0,34.826,0-1 Yr
Female,0,No,Yes,16,Yes,No,No,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.25,1739.99,1,108.749375,1-2 Yrs
Female,0,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,75.76,5060.73,0,75.53328358208955,5+ Yrs
Female,1,No,Yes,46,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.63,4130.13,0,89.7854347826087,2-4 Yrs
Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.88,2513.54,0,104.73083333333334,2-4 Yrs
Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.31,1329.04,1,66.452,1-2 Yrs
Male,1,Yes,No,11,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,95.63,1091.61,0,99.23727272727272,0-1 Yr
Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),71.51,2529.63,0,70.2675,2-4 Yrs
Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.72,1633.69,0,39.84609756097561,2-4 Yrs
Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,52.44,848.86,0,53.05375,1-2 Yrs
Female,0,Yes,Yes,47,Yes,No,No,No,No,Yes,No,No,Yes,One year,No,Mailed check,68.02,3208.85,0,68.27340425531915,2-4 Yrs
Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.32,1312.0,0,48.592592592592595,2-4 Yrs
Male,1,No,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,52.22,2078.49,0,51.96225,2-4 Yrs
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.41,2419.28,0,52.593043478260874,2-4 Yrs
Female,0,Yes,No,17,No,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),30.53,542.8,0,31.92941176470588,1-2 Yrs
Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,26.63,1845.72,0,26.367428571428572,5+ Yrs
Male,0,No,No,12,Yes,No,No,No,Yes,No,No,No,No,One year,No,Mailed check,22.74,271.27,0,22.605833333333333,1-2 Yrs
Female,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),29.32,383.25,0,31.9375,1-2 Yrs
Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,53.06,1637.19,0,54.573,2-4 Yrs
Male,0,No,Yes,1,Yes,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,78.57,51.6,0,51.6,0-1 Yr
Male,0,Yes,No,15,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),37.19,533.15,0,35.54333333333333,1-2 Yrs
Male,0,Yes,Yes,8,No,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),108.58,912.62,1,114.0775,0-1 Yr
Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,100.46,3706.61,0,100.17864864864865,2-4 Yrs
Female,0,No,No,53,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.09,3789.6,0,71.50188679245282,4-5 Yrs
Female,0,No,Yes,55,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.87,5064.08,0,92.07418181818181,4-5 Yrs
Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,2414.84,0,54.88272727272727,2-4 Yrs
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,21.75,733.11,0,22.215454545454545,2-4 Yrs
Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),110.24,897.48,1,112.185,0-1 Yr
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,31.03,226.45,0,32.35,0-1 Yr
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,114.69,648.11,1,108.01833333333333,0-1 Yr
Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.33,2721.07,0,77.74485714285714,2-4 Yrs
Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),49.17,825.93,1,48.58411764705882,1-2 Yrs
Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.54,150.91,1,75.455,0-1 Yr
Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.17,1906.17,1,70.5988888888889,2-4 Yrs
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,20.38,1398.55,0,20.268840579710144,5+ Yrs
Female,0,Yes,No,43,No,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,54.26,2360.57,0,54.89697674418605,2-4 Yrs
Female,0,No,No,20,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.47,1916.58,0,95.829,1-2 Yrs
Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,70.03,1876.7,1,69.50740740740741,2-4 Yrs
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.91,2264.76,0,42.73132075471698,4-5 Yrs
Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,52.18,2806.1,0,52.945283018867926,4-5 Yrs
Male,0,No,Yes,64,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,106.03,6751.88,0,105.498125,5+ Yrs
Male,0,No,Yes,20,Yes,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.61,1385.06,0,69.253,1-2 Yrs
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),71.89,903.57,1,75.2975,1-2 Yrs
Male,1,No,Yes,56,No,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,116.07,6532.08,0,116.64428571428572,4-5 Yrs
Female,0,Yes,No,48,No,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,50.73,2482.3,0,51.71458333333334,4-5 Yrs
Male,1,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,66.91,3502.05,1,66.07641509433962,4-5 Yrs
Female,0,Yes,No,9,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.79,872.73,0,96.97,0-1 Yr
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.41,4921.85,0,94.65096153846154,4-5 Yrs
Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),45.11,1958.07,0,45.536511627906975,2-4 Yrs
Male,0,No,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),33.41,1547.46,0,33.64043478260869,2-4 Yrs
Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),89.47,4638.37,0,89.19942307692307,4-5 Yrs
Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),44.28,1948.34,0,43.29644444444444,2-4 Yrs
Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,112.11,1359.29,0,113.27416666666666,1-2 Yrs
Female,0,No,No,36,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,31.18,1129.49,0,31.37472222222222,2-4 Yrs
Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50.47,1122.1,0,48.78695652173913,1-2 Yrs
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,23.59,64.48,0,64.48,0-1 Yr
Male,0,Yes,No,13,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.74,1136.51,1,87.42384615384616,1-2 Yrs
Male,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,108.91,1004.54,0,111.61555555555555,0-1 Yr
Female,0,No,Yes,34,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),82.86,2855.75,0,83.99264705882354,2-4 Yrs
Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),113.65,2735.55,0,113.98125,2-4 Yrs
Female,0,Yes,No,2,No,Yes,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),31.11,36.9,0,18.45,0-1 Yr
Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,26.95,412.12,0,25.7575,1-2 Yrs
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),103.52,1177.29,1,107.02636363636363,0-1 Yr
Female,1,No,No,53,Yes,Yes,No,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),105.26,5558.61,1,104.87943396226414,4-5 Yrs
Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,102.77,2388.33,1,103.8404347826087,1-2 Yrs
Female,0,Yes,Yes,28,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,99.49,2834.74,0,101.24071428571428,2-4 Yrs
Male,0,No,No,42,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),54.95,2357.88,0,56.14,2-4 Yrs
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.18,967.67,0,40.319583333333334,2-4 Yrs
Female,0,No,No,59,Yes,No,No,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),112.74,6684.32,0,113.2935593220339,4-5 Yrs
Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.31,3204.86,0,50.0759375,5+ Yrs
Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),58.64,1570.75,0,58.175925925925924,2-4 Yrs
Male,0,No,Yes,15,Yes,No,No,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),89.36,1315.64,0,87.70933333333333,1-2 Yrs
Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.92,2165.74,0,47.081304347826084,2-4 Yrs
Female,1,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.55,5752.44,0,100.91999999999999,4-5 Yrs
Male,0,No,Yes,26,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.14,689.0,0,26.5,2-4 Yrs
Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.7,5141.27,0,98.87057692307692,4-5 Yrs
Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.39,3292.36,0,80.30146341463416,2-4 Yrs
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.45,4463.05,1,76.94913793103449,4-5 Yrs
Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,64.75,2995.87,1,65.12760869565217,2-4 Yrs
Male,1,Yes,No,33,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),46.26,1537.51,0,46.59121212121212,2-4 Yrs
Female,0,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.34,2307.07,0,64.08527777777778,2-4 Yrs
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.9,356.73,1,71.346,0-1 Yr
Male,0,No,No,6,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.54,457.02,0,76.17,0-1 Yr
Male,0,No,No,24,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),46.72,1127.26,0,46.969166666666666,2-4 Yrs
Male,0,No,No,32,No,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.91,781.32,0,24.41625,2-4 Yrs
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),32.8,1814.81,0,33.60759259259259,4-5 Yrs
Female,1,Yes,Yes,57,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.32,5131.51,1,90.02649122807019,4-5 Yrs
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.29,126.07,1,21.011666666666667,0-1 Yr
Male,0,No,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,105.36,5907.89,1,105.49803571428572,4-5 Yrs
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.83,997.63,0,90.69363636363636,0-1 Yr
Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.34,1421.57,0,94.77133333333333,1-2 Yrs
Male,0,No,Yes,42,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.27,4309.53,0,102.60785714285714,2-4 Yrs
Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,30.52,200.52,0,33.42,0-1 Yr
Female,0,No,Yes,50,Yes,No,No,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),101.89,5054.94,0,101.0988,4-5 Yrs
Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,69.47,2148.98,0,69.32193548387097,2-4 Yrs
Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,108.32,757.52,1,108.21714285714286,0-1 Yr
Male,0,No,Yes,71,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.43,7686.66,1,108.26281690140844,5+ Yrs
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),20.47,869.21,1,19.754772727272726,2-4 Yrs
Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.05,3294.43,0,56.80051724137931,4-5 Yrs
Female,0,Yes,No,3,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,71.69,198.83,1,66.27666666666667,0-1 Yr
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,87.19,5754.47,1,87.18893939393939,5+ Yrs
Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.19,1338.79,0,47.81392857142857,2-4 Yrs
Male,0,No,Yes,28,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,43.72,1270.98,0,45.39214285714286,2-4 Yrs
Female,0,No,Yes,27,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),56.89,1500.45,1,55.57222222222222,2-4 Yrs
Male,0,Yes,Yes,43,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.1,3008.6,1,69.96744186046512,2-4 Yrs
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,115.02,323.48,1,107.82666666666667,0-1 Yr
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,95.74,775.06,0,96.8825,0-1 Yr
Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.79,251.83,0,62.9575,0-1 Yr
Female,0,No,No,55,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,23.55,1300.94,0,23.653454545454547,4-5 Yrs
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),35.19,1746.65,0,35.645918367346944,4-5 Yrs
Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.5,891.17,0,63.654999999999994,1-2 Yrs
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),101.01,3113.22,1,100.42645161290322,2-4 Yrs
Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.83,1569.69,0,58.13666666666667,2-4 Yrs
Male,1,No,No,21,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,72.93,1503.54,0,71.59714285714286,1-2 Yrs
Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,108.96,1711.38,0,106.96125,1-2 Yrs
Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.21,6401.74,0,110.37482758620689,4-5 Yrs
Male,0,No,Yes,70,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),40.01,2771.76,0,39.59657142857143,5+ Yrs
Female,1,No,No,56,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,22.45,1259.05,0,22.483035714285712,4-5 Yrs
Male,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.15,1232.6,1,49.303999999999995,2-4 Yrs
Male,0,No,No,24,Yes,No,No,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),88.97,2110.72,0,87.94666666666666,2-4 Yrs
Male,0,Yes,No,9,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),115.01,992.32,1,110.25777777777779,0-1 Yr
Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),25.86,1162.3,0,26.41590909090909,2-4 Yrs
Female,0,No,Yes,10,No,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,20.91,234.9,1,23.490000000000002,0-1 Yr
Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),108.18,5675.14,0,109.1373076923077,4-5 Yrs
Female,1,No,No,71,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.31,6736.01,0,94.87338028169015,5+ Yrs
Male,0,No,No,67,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,119.21,8029.68,0,119.84597014925373,5+ Yrs
Male,0,No,Yes,27,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,58.47,1608.51,0,59.574444444444445,2-4 Yrs
Female,1,Yes,No,64,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.44,3879.71,0,60.62046875,5+ Yrs
Male,0,No,No,48,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.58,1670.69,0,34.806041666666665,4-5 Yrs
Male,0,No,No,46,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.82,1383.95,1,30.085869565217394,2-4 Yrs
Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.03,3884.13,0,76.15941176470588,4-5 Yrs
Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,55.16,2962.01,1,55.886981132075476,4-5 Yrs
Female,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,26.19,1543.39,1,26.159152542372883,4-5 Yrs
Male,0,Yes,No,56,No,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,108.47,6094.07,1,108.82267857142857,4-5 Yrs
Female,1,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.23,1713.8,0,37.256521739130434,2-4 Yrs
Female,1,Yes,No,30,Yes,No,No,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),94.36,2834.22,0,94.47399999999999,2-4 Yrs
Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),46.79,2085.68,1,46.34844444444444,2-4 Yrs
Female,0,No,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),100.92,2501.5,0,100.06,2-4 Yrs
Female,1,Yes,Yes,4,Yes,Yes,No,No,No,No,No,Yes,No,Two year,No,Electronic check,30.08,109.29,0,27.3225,0-1 Yr
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),95.12,4801.18,0,94.14078431372549,4-5 Yrs
Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.01,1481.2,0,27.947169811320755,4-5 Yrs
Male,1,Yes,No,32,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.59,2033.54,1,63.548125,2-4 Yrs
Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,92.87,4586.94,0,93.61102040816326,4-5 Yrs
Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),35.67,1314.64,1,35.53081081081081,2-4 Yrs
Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.14,1212.0,0,46.61538461538461,2-4 Yrs
Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,106.21,1536.41,0,109.74357142857143,1-2 Yrs
Male,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,108.28,6503.92,0,108.39866666666667,5+ Yrs
Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),22.58,448.86,1,22.443,1-2 Yrs
Female,0,No,Yes,45,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.15,1581.34,1,35.14088888888889,2-4 Yrs
Male,0,No,Yes,68,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,29.98,2069.56,1,30.43470588235294,5+ Yrs
Female,0,Yes,No,5,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Mailed check,36.33,165.72,0,33.144,0-1 Yr
Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),116.96,4316.44,0,116.66054054054052,2-4 Yrs
Female,0,Yes,No,61,Yes,No,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.27,4556.06,0,74.68950819672132,5+ Yrs
Female,1,No,Yes,61,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.75,3968.05,1,65.05,5+ Yrs
Male,0,Yes,Yes,45,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.42,5365.42,0,119.23155555555556,2-4 Yrs
Male,0,Yes,No,12,Yes,No,No,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),74.81,890.74,1,74.22833333333334,1-2 Yrs
Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,85.43,178.99,1,89.495,0-1 Yr
Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.94,285.45,0,57.089999999999996,0-1 Yr
Male,0,Yes,Yes,7,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.98,375.47,0,53.63857142857143,0-1 Yr
Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.63,3420.12,0,79.53767441860465,2-4 Yrs
Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.12,851.76,1,26.6175,2-4 Yrs
